Week,1968,Acetylsalicylsäure,Adolf_Mayer_(Agronom),Agglutinine,Akute_Bronchitis,Algen,Allergie,Altgriechische_Sprache,Amantadin,Aminosäuren,Anatomie,Anorexie,Antibiotika,Antibiotikum,Antigen,Antikörper,Arch_Int_Med,Art_(Biologie),Arzneimittel,Arzneistoff,Asiatische_Grippe,Asthma_bronchiale,Astrologie,Atemtrakt,Bakterien,Berichte_zur_Wissenschaftsgeschichte,Berlin,Biologie,Blut,Blutgefäß,Blutsenkungsreaktion,Bronchialsekret,Bronchialsystem,Bronchitis,Bronchoalveoläre_Lavage,Bundesamt_für_Gesundheit,Bundesamt_für_Statistik,Carl_von_Linné,Cathelicidine,Cholecalciferol,Cholera,Cochrane_Collaboration,"Constantine_Phipps,_2._Baron_Mulgrave",Desoxyribonukleinsäure,Deutschland,Diagnose,Dmitri_Iossifowitsch_Iwanowski,Dmitri_Iwanowski,Durchfall,EU,Einen_Vogel_haben,Elektronenmikroskop,Emerg_Infect_Dis,Emerging_Infectious_Diseases,Englische_Sprache,Entzündung,Enzephalitis,Enzym,Epidemie,Epidemiologie,Epidemiologische_Überwachung,Epithel,Erbrechen,Erkältung,Erreger,Erythrozyt,Ethanol,Eukaryoten,European_Centre_for_Disease_Prevention_and_Control,European_Influenza_Surveillance_Scheme,Europäische_Union,Europäisches_Zentrum_für_die_Prävention_und_die_Kontrolle_von_Krankheiten,Expositionsprophylaxe,Fachzeitschrift,Familie_(Biologie),Fieber,Frankreich,Gattung_(Biologie),Geflügelpest,Gehirn,Gelbfieber,Gen,Generikum,Genom,Gliederschmerz,Gliederschmerzen,Glykoproteine,Grad_Celsius,Griechische_Sprache,Grippe_(Begriffsklärung),Grippeimpfung,Gundolf_Keil,HIV,Haut,Hepatitis,Hepatitis_A,Hermann_Nothnagel,Hongkong-Grippe,Horst_Kremling,Husten,Hygiene,Hämagglutinin,Hämagglutinin_(Influenzavirus_A),I.E.,ISI_Web_of_Knowledge,Immunantwort,Immunisierung,Immunität_(Medizin),Immunsystem,Impact_Factor,Impfung,Infektion,Infektionskrankheit,Influenza,Influenza-A-Virus_H1N1,Influenza-Schnelltest,Influenzaimpfstoff,Influenzapandemie,Influenzavirus,Inkubationszeit,International_Statistical_Classification_of_Diseases_and_Related_Health_Problems,Internationale_Einheit,Internationale_statistische_Klassifikation_der_Krankheiten_und_verwandter_Gesundheitsprobleme,Internetsurfen,Italienische_Sprache,JAMA_Internal_Medicine,J_Infect_Dis,Journal_of_the_American_Medical_Association,Kehle,Kehle_(Anatomie),Kohortenisolierung,Kontaktinfektion,Kontraindikation,Kopfschmerz,Kopfschmerzen,Krankenkasse,Krankheit,Krankheitserreger,Königsberg_(Preußen),Latein,Latenzzeit,Leber,Lebewesen,Leukozyt,Liste_von_Subtypen_des_Influenza-A-Virus,Luftzug,Lunge,Lungenentzündung,M2_(Influenza),MMW-Fortschritte_der_Medizin,Martinus_Beijerinck,Martinus_Willem_Beijerinck,Matrixprotein_2_(Influenzavirus_A),Medikament,Medizin,Meningitis,Meter,Miasma,Miasmen,Mikrobiologie,Mikroorganismus,Mittelalter,Mol,Mortalität,Mundschutz,Mundschutz_(Medizin),Mundschutz_(Sport),Mutation,Myokarditis,Myositis,Nasenschleimhaut,Nasensekret,National_Institute_for_Medical_Research,Nature,Nebenwirkung,Neuraminidase,Neuraminidase-Hemmer,Nomenklatur_(Biologie),Norwegen,Organismus,Orthomyxoviridae,Oseltamivir,Otitis_media,PCR,PH-Wert,Pandemie,Pandemie_H1N1_2009,Pandemie_H1N1_2009/10,Parasitismus,Pathogen,Pathogenität,Patrick_Laidlaw,Peer-Review,Pest,Pferdeinfluenza,Pilze,Planet,Pneumokokken,Polymerase-Kettenreaktion,Preußen,Protein,Public_Health,Resistenz,Respiratory-Syncytial-Virus,Reye-Syndrom,Rhinitis,Ribonukleinsäure,Richard_Pfeiffer_(Bakteriologe),Rimantadin,Risikofaktor_(Medizin),Robert-Koch-Institut,Robert_Koch-Institut,Russische_Grippe,Römische_Kirche,Sauerstoff,Scheinkorrelation,Schleimhaut,Schmerz,Schmierinfektion,Schweineinfluenza,Schweiz,Schüttelfrost,Sekundärinfektion,Selbstmedikation,Sexuell_übertragbare_Erkrankung,Spanische_Grippe,Speichel,Staphylococcus_aureus,Statistisches_Bundesamt,Superinfektion,Symptom,Systematik_(Biologie),Systematische_Übersichtsarbeit,Säugetier,Säugetiere,Süddeutsche_Zeitung,T-Lymphozyt,The_Journal_of_Infectious_Diseases,The_Times,Therapie,Todesursachenstatistik,Totenschein,Trachealsekret,Trinkwasser,Tröpfcheninfektion,Tumor,Urbanisierung,Vektor_(Biologie),Vereinigte_Staaten,Vereinigtes_Königreich,Verschreibungspflicht,Verschreibungspflichtig,Verzögerungszeit,Viren,Virologie,Virusinfektion,Vogel,Vogelgrippe_H5N1,Vögel,Wasser,Web_of_Science,Weltgesundheitsorganisation,Wendell_Meredith_Stanley,Werner_E._Gerabek,Wirt_(Biologie),World_Health_Organization,Zanamivir,Zelle_(Biologie),Zellkultur,Zweiter_Weltkrieg,Zytokin,Zytokinsturm,Öffentliche_Gesundheit,Österreich,Übelkeit,Übergewicht,Übersterblichkeit
2014-01,,12.0,0.0,132.0,5027.0,,3226.0,2211.0,,5.0,,2034.0,,3959.0,,,11.0,0.0,1358.0,481.0,66.0,3663.0,2042.0,419.0,6393.0,10.0,,,,5.0,1258.0,71.0,1159.0,,1.0,,5.0,,50.0,,,,0.0,28.0,,,34.0,5.0,3550.0,,63.0,783.0,,,,8.0,2575.0,3312.0,,2113.0,0.0,2292.0,1379.0,12.0,41.0,1988.0,,2830.0,,9.0,30.0,1.0,,269.0,0.0,,,0.0,6.0,7097.0,1736.0,,1231.0,,110.0,53.0,463.0,1774.0,1865.0,0.0,540.0,65.0,,,,,,114.0,16.0,1554.0,,1.0,0.0,,,508.0,313.0,0.0,1984.0,,2339.0,1455.0,1315.0,,521.0,54.0,1.0,8.0,,1166.0,,789.0,4810.0,144.0,1733.0,,,,110.0,0.0,3.0,117.0,934.0,1491.0,211.0,873.0,1332.0,643.0,,4382.0,131.0,,1481.0,2884.0,76.0,169.0,,9.0,0.0,32.0,,,0.0,414.0,3316.0,,,,23.0,511.0,925.0,8560.0,,4.0,12.0,0.0,0.0,,4390.0,,293.0,1386.0,,,610.0,,89.0,0.0,,629.0,,,,,5506.0,,77.0,230.0,1238.0,,2.0,,898.0,19283.0,56.0,3015.0,,1402.0,2113.0,,,,420.0,1417.0,709.0,,7.0,0.0,30.0,0.0,,,117.0,0.0,,222.0,1173.0,1682.0,459.0,175.0,,2.0,4.0,92.0,3.0,2253.0,745.0,,,323.0,,0.0,3.0,11.0,77.0,,1203.0,,,969.0,80.0,405.0,11.0,1345.0,1.0,,1760.0,0.0,31629.0,,353.0,17.0,0.0,,223.0,1262.0,,320.0,20.0,,,1506.0,,14.0,0.0,,,0.0,421.0,23903.0,907.0,4.0,0.0,,3.0,9.0,0.0
2014-02,,11.0,0.0,225.0,6349.0,,4701.0,2649.0,,11.0,,3153.0,,5837.0,,,11.0,0.0,2136.0,637.0,63.0,5870.0,2450.0,864.0,8610.0,0.0,,,,9.0,2519.0,83.0,1706.0,,1.0,,4.0,,54.0,,,,0.0,17.0,,,37.0,6.0,4784.0,,97.0,1420.0,,,,11.0,3406.0,6384.0,,3078.0,0.0,3791.0,1529.0,11.0,72.0,4122.0,,4919.0,,13.0,47.0,1.0,,414.0,0.0,5762.0,,0.0,2.0,9505.0,3374.0,,1848.0,,125.0,66.0,909.0,3356.0,2134.0,0.0,773.0,66.0,,,,,,125.0,14.0,1779.0,,0.0,0.0,,,1172.0,660.0,0.0,3699.0,,3494.0,2277.0,2029.0,,887.0,90.0,0.0,8.0,,1801.0,,1022.0,6263.0,181.0,1994.0,,,,146.0,0.0,0.0,139.0,1381.0,2270.0,388.0,1215.0,2139.0,1258.0,,5600.0,213.0,,2193.0,5245.0,0.0,136.0,,11.0,0.0,62.0,,,0.0,521.0,4356.0,,,,34.0,891.0,1605.0,12715.0,,2.0,20.0,0.0,0.0,,3050.0,,407.0,1576.0,,,989.0,,140.0,0.0,,1070.0,,,,,11819.0,,62.0,339.0,2284.0,,2.0,,1450.0,12625.0,71.0,4848.0,,2464.0,4763.0,,,,720.0,1198.0,1080.0,,10.0,0.0,52.0,0.0,,,100.0,0.0,,460.0,1500.0,2507.0,665.0,318.0,,9.0,4.0,106.0,6.0,2649.0,1184.0,,,468.0,,0.0,1.0,10.0,50.0,,2060.0,,,1541.0,105.0,516.0,8.0,2238.0,2.0,,3137.0,0.0,42486.0,,476.0,24.0,6.0,,266.0,1945.0,,636.0,26.0,,,2257.0,,0.0,0.0,,,0.0,831.0,46205.0,1506.0,2.0,0.0,,4.0,6.0,1.0
2014-03,,16.0,0.0,296.0,6747.0,,5324.0,3024.0,,19.0,,3255.0,,6513.0,,,11.0,0.0,2423.0,686.0,125.0,6625.0,2445.0,943.0,9683.0,0.0,,,,10.0,3180.0,91.0,1935.0,,3.0,,4.0,,62.0,,,,0.0,18.0,,,37.0,7.0,5336.0,,146.0,1563.0,,,,12.0,3222.0,7573.0,,3616.0,0.0,4129.0,1822.0,6.0,64.0,4828.0,,5190.0,,20.0,87.0,4.0,,419.0,0.0,6214.0,,0.0,4.0,10732.0,3669.0,,2116.0,,111.0,76.0,1028.0,3535.0,2254.0,0.0,853.0,114.0,,,,,,275.0,18.0,1951.0,,2.0,0.0,,,1140.0,841.0,0.0,4196.0,,4399.0,2659.0,2475.0,,1158.0,100.0,0.0,9.0,,2006.0,,1082.0,6659.0,275.0,2253.0,,,,187.0,0.0,0.0,162.0,1541.0,2414.0,337.0,1475.0,2410.0,1377.0,,6055.0,326.0,,2245.0,6467.0,0.0,170.0,,19.0,0.0,56.0,13.0,,0.0,710.0,4789.0,,,,34.0,1048.0,1872.0,13120.0,,6.0,26.0,0.0,0.0,,4820.0,,430.0,1535.0,,,1229.0,,176.0,0.0,,1171.0,,,,,13919.0,,86.0,399.0,2634.0,,12.0,,1683.0,10883.0,85.0,5406.0,,4386.0,5391.0,,,,796.0,1441.0,1321.0,,5.0,0.0,33.0,0.0,,,156.0,2.0,,432.0,1765.0,2933.0,770.0,518.0,,7.0,1.0,125.0,4.0,2776.0,1343.0,,,465.0,,0.0,0.0,15.0,36.0,,2233.0,,,1612.0,105.0,568.0,9.0,2754.0,3.0,,3547.0,0.0,41441.0,,523.0,21.0,6.0,,316.0,2179.0,,596.0,24.0,,,2607.0,,20.0,0.0,,,0.0,1017.0,42158.0,1735.0,3.0,0.0,,6.0,9.0,1.0
2014-04,,8.0,0.0,351.0,6802.0,,5485.0,3049.0,,18.0,,3516.0,,6261.0,,,8.0,0.0,2524.0,893.0,92.0,6508.0,2341.0,898.0,9625.0,0.0,,,,8.0,3146.0,89.0,1880.0,,1.0,,5.0,,56.0,,,,0.0,15.0,,,23.0,7.0,5163.0,,108.0,1441.0,,,,15.0,3204.0,6950.0,,3577.0,0.0,3807.0,1828.0,22.0,53.0,4855.0,,4977.0,,15.0,48.0,2.0,,415.0,0.0,6712.0,,0.0,6.0,10454.0,3589.0,,2156.0,,111.0,78.0,1067.0,3754.0,2368.0,0.0,846.0,89.0,,,,,,104.0,11.0,1815.0,,1.0,0.0,,,1050.0,718.0,0.0,4256.0,,4305.0,2706.0,2615.0,,938.0,119.0,0.0,5.0,,1904.0,,1210.0,7024.0,280.0,2140.0,,,,236.0,0.0,1.0,133.0,1593.0,2633.0,329.0,1607.0,2387.0,1294.0,,6480.0,294.0,,2189.0,6461.0,0.0,208.0,,20.0,0.0,79.0,12.0,,0.0,692.0,4908.0,,,,25.0,1021.0,1838.0,12258.0,,7.0,24.0,0.0,0.0,,3402.0,,403.0,1515.0,,,1219.0,,159.0,0.0,,1010.0,,,,,12976.0,,79.0,378.0,2477.0,,3.0,,1646.0,12016.0,65.0,5286.0,,4534.0,5334.0,,,,735.0,1929.0,1395.0,,7.0,0.0,49.0,0.0,,,134.0,1.0,,496.0,1716.0,2782.0,778.0,419.0,,8.0,0.0,142.0,7.0,2968.0,1381.0,,,504.0,,0.0,0.0,11.0,33.0,,2278.0,,,1616.0,92.0,554.0,9.0,2608.0,3.0,,3236.0,0.0,39872.0,,499.0,17.0,4.0,,295.0,2197.0,,592.0,22.0,,,2547.0,,14.0,0.0,,,0.0,972.0,37353.0,1673.0,8.0,0.0,,2.0,4.0,0.0
2014-05,,33.0,0.0,341.0,7432.0,,5055.0,2969.0,,38.0,,2993.0,,6352.0,,,18.0,0.0,2321.0,760.0,99.0,6284.0,2248.0,953.0,8665.0,0.0,,,,15.0,3205.0,102.0,1862.0,,3.0,,9.0,,88.0,,,,0.0,35.0,,,35.0,19.0,5468.0,,116.0,1613.0,,,,10.0,3006.0,6351.0,,3391.0,0.0,3796.0,1821.0,15.0,63.0,4622.0,,4437.0,,23.0,90.0,1.0,,443.0,0.0,7067.0,,0.0,7.0,10957.0,3196.0,,2280.0,,155.0,75.0,1118.0,3514.0,2403.0,0.0,964.0,92.0,,,,,,100.0,23.0,1892.0,,3.0,0.0,,,1124.0,648.0,0.0,3973.0,,4285.0,2617.0,2306.0,,1036.0,134.0,0.0,4.0,,1801.0,,1129.0,7408.0,294.0,2305.0,,,,214.0,0.0,0.0,173.0,1646.0,2294.0,398.0,1443.0,2454.0,1127.0,,6307.0,253.0,,2158.0,6377.0,0.0,214.0,,20.0,0.0,72.0,15.0,,0.0,737.0,6201.0,,,,40.0,1068.0,1551.0,11876.0,,14.0,24.0,0.0,0.0,,3144.0,,414.0,1580.0,,,1211.0,,209.0,0.0,,1016.0,,,,,13223.0,,94.0,433.0,2215.0,,11.0,,1827.0,15345.0,102.0,5668.0,,3176.0,5235.0,,,,852.0,2475.0,1487.0,,2.0,0.0,67.0,0.0,,,146.0,1.0,,498.0,1643.0,3013.0,722.0,428.0,,5.0,2.0,171.0,12.0,2480.0,1234.0,,,571.0,,0.0,1.0,11.0,42.0,,2326.0,,,1793.0,99.0,576.0,34.0,2576.0,6.0,,3070.0,0.0,38842.0,,583.0,36.0,5.0,,327.0,2184.0,,630.0,47.0,,,2586.0,,134.0,0.0,,,0.0,899.0,36087.0,1726.0,5.0,0.0,,10.0,10.0,1.0
2014-06,,23.0,0.0,345.0,7845.0,,5007.0,3129.0,,44.0,,3207.0,,6175.0,,,22.0,0.0,2313.0,773.0,139.0,6685.0,2060.0,874.0,8984.0,0.0,,,,10.0,3158.0,93.0,1828.0,,4.0,,4.0,,91.0,,,,0.0,23.0,,,43.0,12.0,5250.0,,112.0,1343.0,,,,22.0,2856.0,6413.0,,3247.0,0.0,3835.0,1932.0,16.0,90.0,4588.0,,4734.0,,20.0,165.0,0.0,,400.0,0.0,7313.0,,0.0,7.0,9773.0,3178.0,,2228.0,,157.0,76.0,1079.0,3217.0,2201.0,0.0,950.0,83.0,,,6009.0,,,131.0,20.0,2143.0,,0.0,0.0,,,1097.0,746.0,0.0,4056.0,,4125.0,2526.0,2507.0,,1152.0,149.0,0.0,24.0,,1808.0,,1082.0,7309.0,281.0,2146.0,,,,185.0,0.0,1.0,164.0,1532.0,2304.0,301.0,1453.0,2390.0,1266.0,,6460.0,252.0,,2194.0,6453.0,0.0,185.0,,43.0,0.0,46.0,19.0,,0.0,698.0,4596.0,,,,34.0,933.0,1585.0,11303.0,,27.0,21.0,0.0,0.0,,3240.0,,409.0,1738.0,,,1190.0,,204.0,0.0,,1094.0,,,,,13665.0,,126.0,402.0,2523.0,,4.0,,1674.0,12166.0,125.0,4949.0,,3384.0,5142.0,,,,871.0,2902.0,1373.0,,7.0,0.0,50.0,0.0,,,166.0,0.0,,511.0,1654.0,2807.0,669.0,520.0,49058.0,1.0,1.0,168.0,6.0,2253.0,1392.0,,,483.0,,0.0,2.0,4.0,54.0,,2274.0,,,1590.0,115.0,509.0,11.0,2327.0,4.0,,3009.0,0.0,39952.0,72.0,612.0,34.0,12.0,,321.0,2182.0,,799.0,36.0,,,2587.0,,137.0,0.0,,,0.0,962.0,31690.0,1628.0,5.0,0.0,,7.0,9.0,0.0
2014-07,,26.0,0.0,251.0,8452.0,,5131.0,2894.0,,20.0,,3082.0,,6686.0,,,19.0,0.0,2322.0,700.0,112.0,6211.0,2067.0,813.0,8794.0,0.0,,,,18.0,3065.0,91.0,1907.0,,5.0,,3.0,,75.0,14802.0,,,0.0,19.0,,,46.0,14.0,5275.0,,108.0,1413.0,,,,10.0,3066.0,6597.0,,3121.0,0.0,3354.0,1760.0,8.0,61.0,4166.0,,4429.0,,27.0,135.0,1.0,,436.0,0.0,7607.0,,0.0,5.0,9788.0,3194.0,,1968.0,,154.0,104.0,1016.0,3313.0,2331.0,0.0,848.0,101.0,,,6037.0,,,119.0,12.0,2062.0,,3.0,0.0,,,1081.0,655.0,0.0,4001.0,,4009.0,2438.0,2613.0,,1149.0,119.0,1.0,11.0,,1811.0,,1104.0,7235.0,314.0,2211.0,,,,197.0,0.0,0.0,189.0,1499.0,2296.0,348.0,1360.0,2290.0,1338.0,,6010.0,230.0,,2231.0,6113.0,64.0,222.0,,35.0,0.0,77.0,19.0,,0.0,692.0,4319.0,,,,31.0,927.0,1629.0,10538.0,,8.0,41.0,0.0,0.0,,3114.0,,422.0,1720.0,,,1146.0,283.0,208.0,0.0,,1081.0,,,,,13235.0,,108.0,401.0,2444.0,,3.0,,1572.0,22878.0,106.0,4746.0,,3530.0,5284.0,,,,875.0,3059.0,1186.0,,9.0,0.0,78.0,0.0,,,155.0,0.0,,471.0,1600.0,2661.0,695.0,572.0,78309.0,3.0,0.0,166.0,4.0,2178.0,1277.0,,,514.0,,0.0,1.0,13.0,40.0,,2130.0,,657.0,1541.0,90.0,518.0,30.0,2313.0,0.0,,3287.0,0.0,38385.0,59.0,561.0,46.0,5.0,,284.0,2506.0,,577.0,26.0,,,2486.0,,288.0,0.0,,,0.0,948.0,31505.0,1476.0,5.0,0.0,,6.0,7.0,0.0
2014-08,,21.0,0.0,243.0,8301.0,,4944.0,2773.0,,40.0,,3074.0,,6252.0,,,18.0,0.0,2279.0,714.0,105.0,5969.0,2059.0,841.0,8406.0,0.0,,,,8.0,2665.0,83.0,1786.0,,2.0,,1.0,,65.0,14313.0,,,0.0,14.0,,,40.0,11.0,5110.0,,107.0,1196.0,,,,12.0,2748.0,6840.0,,2853.0,0.0,3463.0,1808.0,18.0,66.0,4035.0,,4269.0,,11.0,69.0,6.0,,404.0,0.0,7674.0,,0.0,3.0,9658.0,2895.0,,2028.0,,154.0,107.0,920.0,3305.0,2222.0,0.0,609.0,66.0,,,5579.0,,,100.0,12.0,2148.0,,2.0,0.0,,,1014.0,684.0,0.0,3854.0,,3656.0,2409.0,2504.0,,1111.0,148.0,1.0,11.0,,1983.0,,1044.0,6698.0,246.0,1972.0,,,,141.0,0.0,0.0,132.0,1434.0,2180.0,329.0,1352.0,2320.0,1206.0,,5593.0,228.0,,1964.0,5716.0,144.0,169.0,,28.0,0.0,68.0,11.0,,0.0,598.0,4597.0,,,,35.0,1006.0,1653.0,10185.0,,12.0,35.0,0.0,0.0,,3079.0,,348.0,1730.0,,,1040.0,287.0,124.0,0.0,,1079.0,,,,,12847.0,,120.0,353.0,2625.0,,7.0,,1526.0,8598.0,128.0,4390.0,,3418.0,4853.0,,,,821.0,2823.0,1126.0,,8.0,0.0,38.0,0.0,,,122.0,1.0,,295.0,1569.0,2635.0,643.0,542.0,45724.0,5.0,3.0,129.0,6.0,2015.0,1195.0,,,527.0,,0.0,2.0,10.0,38.0,,2096.0,,528.0,1563.0,78.0,457.0,27.0,2379.0,2.0,,2896.0,0.0,36203.0,73.0,503.0,36.0,5.0,,283.0,2459.0,,408.0,19.0,,,2250.0,34.0,66.0,0.0,,,0.0,906.0,30796.0,1538.0,19.0,0.0,,4.0,6.0,2.0
2014-09,,14.0,0.0,195.0,7928.0,,4775.0,2855.0,,25.0,,2706.0,,6094.0,,,9.0,0.0,2146.0,751.0,82.0,5728.0,1944.0,755.0,7309.0,0.0,,,,8.0,2721.0,83.0,1703.0,,5.0,,6.0,,55.0,13115.0,3496.0,,0.0,13.0,,,39.0,6.0,4880.0,1503.0,103.0,1136.0,,,,6.0,2610.0,6190.0,,2621.0,0.0,2931.0,1606.0,3.0,53.0,3763.0,,3503.0,,18.0,136.0,3.0,,349.0,0.0,7091.0,,0.0,3.0,8917.0,3122.0,,1878.0,,133.0,77.0,714.0,2931.0,2142.0,0.0,471.0,56.0,,,5306.0,,,91.0,11.0,1891.0,,1.0,0.0,,,906.0,616.0,0.0,3241.0,,3414.0,2283.0,2314.0,,1064.0,139.0,0.0,8.0,,1723.0,,1058.0,6349.0,219.0,1920.0,,,,174.0,0.0,0.0,130.0,1388.0,2196.0,240.0,1356.0,2193.0,1009.0,,5818.0,204.0,,1794.0,5357.0,60.0,166.0,,12.0,0.0,48.0,15.0,,0.0,656.0,4711.0,8184.0,,,21.0,871.0,1497.0,9358.0,,8.0,13.0,0.0,0.0,,2861.0,,355.0,1656.0,,,1065.0,245.0,150.0,0.0,,999.0,,,,,11014.0,,147.0,328.0,2249.0,,6.0,,1466.0,8797.0,88.0,4205.0,,2563.0,4097.0,,,,650.0,2730.0,1011.0,,6.0,0.0,47.0,0.0,,,140.0,0.0,,294.0,1489.0,2327.0,607.0,457.0,40081.0,2.0,2.0,135.0,2.0,2006.0,1072.0,,,486.0,,0.0,6.0,8.0,33.0,,1684.0,,537.0,1543.0,65.0,476.0,13.0,2124.0,1.0,,2691.0,0.0,37129.0,104.0,493.0,32.0,1.0,,243.0,2175.0,,369.0,25.0,,,2056.0,25.0,47.0,0.0,,,0.0,740.0,30339.0,1317.0,2.0,1.0,,4.0,6.0,1.0
2014-10,,19.0,0.0,197.0,7986.0,,4842.0,2794.0,,28.0,,2840.0,,5881.0,,,11.0,0.0,2130.0,700.0,79.0,5533.0,1958.0,752.0,7040.0,0.0,,,,10.0,2731.0,72.0,1572.0,,5.0,,2.0,,69.0,11971.0,4603.0,,0.0,16.0,,,39.0,5.0,4611.0,1501.0,105.0,1119.0,,,,13.0,2539.0,6255.0,,2539.0,0.0,2779.0,1626.0,18.0,54.0,3765.0,,3855.0,,15.0,96.0,8.0,,303.0,0.0,7007.0,,0.0,3.0,8400.0,2513.0,,1919.0,,163.0,77.0,645.0,2810.0,2234.0,0.0,511.0,79.0,,,5013.0,,,98.0,8.0,1963.0,,1.0,0.0,,,894.0,681.0,0.0,3470.0,,3230.0,2211.0,2166.0,,897.0,119.0,0.0,8.0,,1660.0,,1005.0,6064.0,299.0,2026.0,,,,173.0,0.0,0.0,158.0,1360.0,2120.0,247.0,1129.0,1945.0,1087.0,,5495.0,223.0,,1897.0,5061.0,59.0,154.0,,15.0,0.0,58.0,7.0,,0.0,612.0,4536.0,9512.0,,,23.0,819.0,1591.0,9180.0,,7.0,27.0,0.0,0.0,,2934.0,,399.0,1801.0,,,928.0,209.0,115.0,0.0,,875.0,,,,,10910.0,,119.0,297.0,2424.0,479.0,7.0,,1394.0,9097.0,105.0,4219.0,,2292.0,4739.0,32.0,,,626.0,2694.0,940.0,,6.0,0.0,39.0,0.0,,,112.0,0.0,,227.0,1479.0,2466.0,653.0,416.0,37915.0,5.0,2.0,165.0,9.0,1868.0,1136.0,,,441.0,,0.0,8.0,16.0,41.0,,1823.0,,517.0,1417.0,79.0,414.0,9.0,2303.0,1.0,,2758.0,0.0,37257.0,106.0,433.0,32.0,5.0,,264.0,2106.0,335.0,382.0,27.0,,,2336.0,30.0,59.0,0.0,,,0.0,728.0,31314.0,1256.0,4.0,1.0,,3.0,6.0,4.0
