Week,1968,Acetylsalicylsäure,Adolf_Mayer_(Agronom),Agglutinine,Akute_Bronchitis,Algen,Allergie,Altgriechische_Sprache,Amantadin,Aminosäuren,Anatomie,Anorexie,Antibiotika,Antibiotikum,Antigen,Antikörper,Arch_Int_Med,Art_(Biologie),Arzneimittel,Arzneistoff,Asiatische_Grippe,Asthma_bronchiale,Astrologie,Atemtrakt,Bakterien,Berichte_zur_Wissenschaftsgeschichte,Berlin,Biologie,Blut,Blutgefäß,Blutsenkungsreaktion,Bronchialsekret,Bronchialsystem,Bronchitis,Bronchoalveoläre_Lavage,Bundesamt_für_Gesundheit,Bundesamt_für_Statistik,Carl_von_Linné,Cathelicidine,Cholecalciferol,Cholera,Cochrane_Collaboration,"Constantine_Phipps,_2._Baron_Mulgrave",Desoxyribonukleinsäure,Deutschland,Diagnose,Dmitri_Iossifowitsch_Iwanowski,Dmitri_Iwanowski,Durchfall,EU,Einen_Vogel_haben,Elektronenmikroskop,Emerg_Infect_Dis,Emerging_Infectious_Diseases,Englische_Sprache,Entzündung,Enzephalitis,Enzym,Epidemie,Epidemiologie,Epidemiologische_Überwachung,Epithel,Erbrechen,Erkältung,Erreger,Erythrozyt,Ethanol,Eukaryoten,European_Centre_for_Disease_Prevention_and_Control,European_Influenza_Surveillance_Scheme,Europäische_Union,Europäisches_Zentrum_für_die_Prävention_und_die_Kontrolle_von_Krankheiten,Expositionsprophylaxe,Fachzeitschrift,Familie_(Biologie),Fieber,Frankreich,Gattung_(Biologie),Geflügelpest,Gehirn,Gelbfieber,Gen,Generikum,Genom,Gliederschmerz,Gliederschmerzen,Glykoproteine,Grad_Celsius,Griechische_Sprache,Grippe_(Begriffsklärung),Grippeimpfung,Gundolf_Keil,HIV,Haut,Hepatitis,Hepatitis_A,Hermann_Nothnagel,Hongkong-Grippe,Horst_Kremling,Husten,Hygiene,Hämagglutinin,Hämagglutinin_(Influenzavirus_A),I.E.,ISI_Web_of_Knowledge,Immunantwort,Immunisierung,Immunität_(Medizin),Immunsystem,Impact_Factor,Impfung,Infektion,Infektionskrankheit,Influenza,Influenza-A-Virus_H1N1,Influenza-Schnelltest,Influenzaimpfstoff,Influenzapandemie,Influenzavirus,Inkubationszeit,International_Statistical_Classification_of_Diseases_and_Related_Health_Problems,Internationale_Einheit,Internationale_statistische_Klassifikation_der_Krankheiten_und_verwandter_Gesundheitsprobleme,Internetsurfen,Italienische_Sprache,JAMA_Internal_Medicine,J_Infect_Dis,Journal_of_the_American_Medical_Association,Kehle,Kehle_(Anatomie),Kohortenisolierung,Kontaktinfektion,Kontraindikation,Kopfschmerz,Kopfschmerzen,Krankenkasse,Krankheit,Krankheitserreger,Königsberg_(Preußen),Latein,Latenzzeit,Leber,Lebewesen,Leukozyt,Liste_von_Subtypen_des_Influenza-A-Virus,Luftzug,Lunge,Lungenentzündung,M2_(Influenza),MMW-Fortschritte_der_Medizin,Martinus_Beijerinck,Martinus_Willem_Beijerinck,Matrixprotein_2_(Influenzavirus_A),Medikament,Medizin,Meningitis,Meter,Miasma,Miasmen,Mikrobiologie,Mikroorganismus,Mittelalter,Mol,Mortalität,Mundschutz,Mundschutz_(Medizin),Mundschutz_(Sport),Mutation,Myokarditis,Myositis,Nasenschleimhaut,Nasensekret,National_Institute_for_Medical_Research,Nature,Nebenwirkung,Neuraminidase,Neuraminidase-Hemmer,Nomenklatur_(Biologie),Norwegen,Organismus,Orthomyxoviridae,Oseltamivir,Otitis_media,PCR,PH-Wert,Pandemie,Pandemie_H1N1_2009,Pandemie_H1N1_2009/10,Parasitismus,Pathogen,Pathogenität,Patrick_Laidlaw,Peer-Review,Pest,Pferdeinfluenza,Pilze,Planet,Pneumokokken,Polymerase-Kettenreaktion,Preußen,Protein,Public_Health,Resistenz,Respiratory-Syncytial-Virus,Reye-Syndrom,Rhinitis,Ribonukleinsäure,Richard_Pfeiffer_(Bakteriologe),Rimantadin,Risikofaktor_(Medizin),Robert-Koch-Institut,Robert_Koch-Institut,Russische_Grippe,Römische_Kirche,Sauerstoff,Scheinkorrelation,Schleimhaut,Schmerz,Schmierinfektion,Schweineinfluenza,Schweiz,Schüttelfrost,Sekundärinfektion,Selbstmedikation,Sexuell_übertragbare_Erkrankung,Spanische_Grippe,Speichel,Staphylococcus_aureus,Statistisches_Bundesamt,Superinfektion,Symptom,Systematik_(Biologie),Systematische_Übersichtsarbeit,Säugetier,Säugetiere,Süddeutsche_Zeitung,T-Lymphozyt,The_Journal_of_Infectious_Diseases,The_Times,Therapie,Todesursachenstatistik,Totenschein,Trachealsekret,Trinkwasser,Tröpfcheninfektion,Tumor,Urbanisierung,Vektor_(Biologie),Vereinigte_Staaten,Vereinigtes_Königreich,Verschreibungspflicht,Verschreibungspflichtig,Verzögerungszeit,Viren,Virologie,Virusinfektion,Vogel,Vogelgrippe_H5N1,Vögel,Wasser,Web_of_Science,Weltgesundheitsorganisation,Wendell_Meredith_Stanley,Werner_E._Gerabek,Wirt_(Biologie),World_Health_Organization,Zanamivir,Zelle_(Biologie),Zellkultur,Zweiter_Weltkrieg,Zytokin,Zytokinsturm,Öffentliche_Gesundheit,Österreich,Übelkeit,Übergewicht,Übersterblichkeit
2009-01,,13.0,0.0,203.0,4920.0,,2898.0,1113.0,,9.0,,1151.0,,536.0,,,0.0,0.0,665.0,451.0,119.0,3017.0,2243.0,239.0,3760.0,1.0,,,,0.0,741.0,250.0,965.0,,0.0,,4.0,,0.0,,,,0.0,14.0,,,19.0,1.0,3945.0,,125.0,735.0,,,,20.0,1726.0,2909.0,,1345.0,0.0,1566.0,2001.0,3.0,252.0,1029.0,,1635.0,,87.0,38.0,1.0,,294.0,0.0,,,0.0,2.0,5906.0,931.0,,383.0,,82.0,185.0,47.0,1230.0,1949.0,0.0,680.0,33.0,,,,,,309.0,0.0,2302.0,,1.0,0.0,,,483.0,242.0,0.0,2064.0,,1584.0,1297.0,1361.0,,0.0,206.0,0.0,65.0,,1263.0,,358.0,1588.0,272.0,1620.0,,,,379.0,0.0,0.0,142.0,448.0,1348.0,364.0,847.0,1559.0,536.0,,3522.0,416.0,,1501.0,1808.0,0.0,97.0,,8.0,0.0,100.0,,,0.0,697.0,2418.0,,,,28.0,589.0,858.0,7597.0,,6.0,113.0,0.0,0.0,,1221.0,,337.0,742.0,,,367.0,,251.0,0.0,,653.0,,,,,3762.0,,0.0,0.0,959.0,,5.0,,403.0,5783.0,4.0,2017.0,,1194.0,1820.0,,,,698.0,502.0,800.0,,3.0,0.0,0.0,0.0,,,127.0,0.0,,0.0,969.0,1637.0,448.0,0.0,,3.0,0.0,364.0,2.0,921.0,876.0,,,392.0,,0.0,0.0,7.0,5.0,,757.0,,,1401.0,0.0,305.0,0.0,1222.0,2.0,,1165.0,0.0,27862.0,,521.0,39.0,6.0,,197.0,1122.0,,0.0,18.0,,,981.0,,1.0,0.0,,,0.0,245.0,20592.0,395.0,0.0,0.0,,0.0,0.0,0.0
2009-02,,21.0,0.0,124.0,10462.0,,6759.0,2390.0,,14.0,,2615.0,,1240.0,,,0.0,0.0,1781.0,565.0,225.0,6791.0,3840.0,675.0,12280.0,0.0,,,,0.0,948.0,136.0,1871.0,,3.0,,8.0,,0.0,,,,0.0,16.0,,,40.0,2.0,7463.0,,141.0,2345.0,,,,19.0,2161.0,9794.0,,3235.0,0.0,3863.0,3119.0,12.0,220.0,2906.0,,5167.0,,118.0,148.0,2.0,,509.0,0.0,,,0.0,2.0,14927.0,2752.0,,1824.0,,170.0,362.0,210.0,4560.0,3812.0,0.0,2422.0,40.0,,,,,,322.0,0.0,4298.0,,1.0,0.0,,,1309.0,766.0,0.0,7096.0,,5150.0,3663.0,3640.0,,0.0,216.0,0.0,135.0,,2724.0,,414.0,3347.0,320.0,2787.0,,,,381.0,0.0,0.0,295.0,1092.0,2393.0,777.0,2112.0,3913.0,1452.0,,8097.0,1018.0,,2784.0,5992.0,0.0,137.0,,10.0,0.0,51.0,,,0.0,1516.0,5609.0,,,,34.0,1303.0,2196.0,19593.0,,12.0,118.0,0.0,0.0,,2738.0,,631.0,1529.0,,,854.0,,367.0,0.0,,1499.0,,,,,12356.0,,0.0,0.0,2552.0,,3.0,,1186.0,13051.0,16.0,5679.0,,2512.0,5902.0,,,,1414.0,970.0,1769.0,,11.0,0.0,1.0,0.0,,,241.0,0.0,,0.0,2057.0,3882.0,1086.0,0.0,,5.0,0.0,326.0,6.0,2164.0,1381.0,,,882.0,,0.0,0.0,15.0,13.0,,2086.0,,,2898.0,0.0,389.0,0.0,3547.0,8.0,,3342.0,0.0,63432.0,,721.0,82.0,9.0,,443.0,2663.0,,0.0,67.0,,,2592.0,,1.0,0.0,,,0.0,860.0,50750.0,1219.0,0.0,0.0,,0.0,0.0,0.0
2009-03,,41.0,0.0,55.0,10117.0,,7166.0,2643.0,,14.0,,2998.0,,1334.0,,,0.0,0.0,1991.0,556.0,306.0,7653.0,3716.0,638.0,14637.0,0.0,,,,0.0,981.0,116.0,2041.0,,1.0,,5.0,,0.0,,,,0.0,26.0,,,55.0,7.0,7985.0,,88.0,2304.0,,,,28.0,1972.0,12080.0,,3687.0,0.0,3993.0,3338.0,8.0,239.0,3663.0,,5459.0,,116.0,88.0,0.0,,504.0,0.0,,,0.0,2.0,16894.0,2903.0,,948.0,,156.0,425.0,233.0,3986.0,4031.0,0.0,4810.0,24.0,,,,,,361.0,0.0,4326.0,,2.0,0.0,,,1756.0,871.0,0.0,8126.0,,5945.0,4249.0,4368.0,,0.0,322.0,0.0,147.0,,3187.0,,370.0,3367.0,334.0,2749.0,,,,370.0,0.0,0.0,349.0,1287.0,3627.0,977.0,2335.0,4048.0,1467.0,,8747.0,994.0,,2828.0,7263.0,0.0,598.0,,11.0,0.0,14.0,10.0,,0.0,1752.0,5954.0,,,,35.0,1486.0,2259.0,23033.0,,15.0,132.0,0.0,0.0,,3541.0,,770.0,1472.0,,,1081.0,,614.0,0.0,,1555.0,,,,,15331.0,,0.0,0.0,3023.0,,6.0,,1213.0,14404.0,8.0,5905.0,,2878.0,7289.0,,,,1355.0,881.0,2071.0,,10.0,0.0,2.0,0.0,,,297.0,0.0,,0.0,2292.0,3821.0,1049.0,0.0,,6.0,1.0,267.0,12.0,2847.0,1410.0,,,993.0,,0.0,0.0,18.0,21.0,,2469.0,,,3073.0,0.0,419.0,0.0,3409.0,7.0,,3801.0,0.0,70371.0,,719.0,86.0,8.0,,425.0,3239.0,,0.0,87.0,,,2863.0,,0.0,0.0,,,0.0,932.0,226208.0,1489.0,0.0,0.0,,0.0,0.0,0.0
2009-04,,29.0,0.0,65.0,10256.0,,7970.0,2728.0,,13.0,,3217.0,,1471.0,,,0.0,0.0,2053.0,560.0,422.0,6614.0,3604.0,680.0,13138.0,0.0,,,,0.0,1255.0,78.0,2042.0,,2.0,,10.0,,0.0,,,,0.0,28.0,,,84.0,2.0,8038.0,,115.0,2236.0,,,,22.0,2161.0,11045.0,,3669.0,0.0,3558.0,3258.0,5.0,245.0,3988.0,,4977.0,,124.0,174.0,4.0,,486.0,0.0,,,0.0,2.0,17227.0,2890.0,,943.0,,177.0,452.0,312.0,3496.0,3881.0,0.0,3447.0,32.0,,,,,,312.0,0.0,4393.0,,1.0,0.0,,,1608.0,800.0,0.0,7664.0,,5866.0,4122.0,4260.0,,0.0,361.0,0.0,160.0,,3076.0,,404.0,3512.0,339.0,2890.0,,,,330.0,0.0,0.0,350.0,1377.0,2837.0,1026.0,2256.0,4104.0,1394.0,,8849.0,1110.0,,2783.0,7778.0,0.0,162.0,,27.0,0.0,21.0,12.0,,0.0,1754.0,5978.0,,,,36.0,1529.0,2206.0,21153.0,,9.0,123.0,0.0,0.0,,5480.0,,577.0,1500.0,,,1127.0,,759.0,0.0,,1491.0,,,,,14095.0,,0.0,0.0,2553.0,,5.0,,1219.0,16463.0,12.0,5570.0,,3095.0,6710.0,,,,1542.0,906.0,2202.0,,6.0,0.0,2.0,0.0,,,336.0,0.0,,0.0,2144.0,3999.0,1048.0,0.0,,5.0,0.0,260.0,5.0,3394.0,1281.0,,,905.0,,0.0,0.0,15.0,20.0,,2389.0,,,3217.0,0.0,407.0,0.0,3369.0,6.0,,3375.0,0.0,92484.0,,775.0,106.0,9.0,,527.0,3555.0,,0.0,63.0,,,2645.0,,0.0,0.0,,,0.0,861.0,69255.0,1461.0,0.0,0.0,,0.0,0.0,0.0
2009-05,,18.0,0.0,41.0,8586.0,,8266.0,2495.0,,8.0,,3096.0,,1288.0,,,0.0,0.0,2011.0,583.0,436.0,5231.0,3362.0,645.0,13023.0,0.0,,,,0.0,1105.0,88.0,2021.0,,2.0,,5.0,,0.0,,,,0.0,28.0,,,46.0,13.0,7989.0,,97.0,1909.0,,,,16.0,2188.0,10751.0,,3445.0,0.0,3503.0,3132.0,3.0,221.0,5103.0,,4389.0,,118.0,54.0,0.0,,502.0,0.0,,,0.0,1.0,16597.0,2718.0,,1013.0,,143.0,410.0,233.0,3147.0,4023.0,0.0,2508.0,31.0,,,,,,650.0,0.0,3983.0,,1.0,0.0,,,1440.0,669.0,0.0,7615.0,,5774.0,4352.0,3873.0,,0.0,379.0,0.0,150.0,,2907.0,,457.0,3502.0,394.0,2861.0,,,,349.0,0.0,0.0,347.0,1225.0,2727.0,1003.0,2078.0,3987.0,1242.0,,8683.0,1051.0,,2463.0,8334.0,0.0,75.0,,14.0,0.0,23.0,8.0,,0.0,1810.0,6094.0,,,,40.0,1582.0,2086.0,20180.0,,15.0,112.0,0.0,0.0,,4635.0,,627.0,1516.0,,,1108.0,,711.0,0.0,,1386.0,,,,,14115.0,,0.0,0.0,3143.0,,5.0,,1258.0,12779.0,17.0,5342.0,,3529.0,6058.0,,,,1685.0,1089.0,2179.0,,8.0,0.0,1.0,0.0,,,361.0,0.0,,1.0,1979.0,3877.0,1051.0,0.0,,8.0,2.0,240.0,4.0,2845.0,1232.0,,,975.0,,0.0,0.0,8.0,26.0,,2465.0,,,3178.0,0.0,393.0,0.0,3637.0,2.0,,2922.0,0.0,64956.0,,740.0,90.0,7.0,,423.0,3508.0,,0.0,61.0,,,2487.0,,0.0,0.0,,,0.0,1029.0,58741.0,1464.0,0.0,0.0,,0.0,0.0,0.0
2009-06,,23.0,0.0,49.0,9018.0,,7872.0,2657.0,,13.0,,4407.0,,1452.0,,,0.0,0.0,2094.0,621.0,345.0,5232.0,3427.0,685.0,12992.0,0.0,,,,0.0,1032.0,101.0,1854.0,,1.0,,7.0,,0.0,,,,0.0,16.0,,,216.0,9.0,8117.0,,90.0,1933.0,,,,15.0,2196.0,11573.0,,3413.0,0.0,3553.0,3114.0,6.0,275.0,3905.0,,4865.0,,130.0,75.0,5.0,,442.0,0.0,,,0.0,5.0,13997.0,3349.0,,860.0,,138.0,443.0,278.0,3544.0,3815.0,0.0,2023.0,41.0,,,13923.0,,,375.0,0.0,3666.0,,1.0,0.0,,,1912.0,778.0,0.0,7907.0,,5774.0,4522.0,4220.0,,0.0,354.0,0.0,151.0,,3114.0,,457.0,3307.0,329.0,2851.0,,,,279.0,0.0,0.0,341.0,1188.0,2810.0,896.0,2053.0,4299.0,1346.0,,8588.0,1086.0,,2705.0,8504.0,0.0,93.0,,9.0,0.0,24.0,13.0,,0.0,1550.0,5996.0,,,,36.0,1449.0,2106.0,21566.0,,8.0,141.0,0.0,0.0,,4222.0,,621.0,1429.0,,,1167.0,,722.0,0.0,,1429.0,,,,,14703.0,,0.0,0.0,3301.0,,6.0,,1250.0,13353.0,11.0,5726.0,,3388.0,6932.0,,,,1613.0,1149.0,2183.0,,4.0,0.0,0.0,0.0,,,272.0,0.0,,0.0,2126.0,3852.0,1046.0,0.0,48248.0,2.0,1.0,217.0,3.0,2821.0,1375.0,,,894.0,,0.0,0.0,11.0,18.0,,2683.0,,,3177.0,0.0,397.0,0.0,2972.0,8.0,,3419.0,0.0,55461.0,,806.0,115.0,10.0,,449.0,3419.0,,0.0,65.0,,,2629.0,,0.0,0.0,,,0.0,959.0,58873.0,1431.0,0.0,0.0,,0.0,0.0,0.0
2009-07,,15.0,0.0,54.0,7154.0,,7816.0,2673.0,,9.0,,2856.0,,1354.0,,,0.0,0.0,1977.0,660.0,286.0,4571.0,3257.0,716.0,13212.0,0.0,,,,0.0,1142.0,84.0,1896.0,,0.0,,2.0,,0.0,1271.0,,,0.0,11.0,,,58.0,15.0,7544.0,,65.0,1904.0,,,,14.0,2002.0,12004.0,,3098.0,0.0,3483.0,3022.0,10.0,247.0,3505.0,,5130.0,,94.0,88.0,1.0,,468.0,0.0,,,0.0,0.0,12224.0,2549.0,,829.0,,156.0,314.0,230.0,3873.0,4056.0,0.0,1132.0,45.0,,,11464.0,,,231.0,0.0,3045.0,,0.0,0.0,,,1852.0,797.0,0.0,8229.0,,5472.0,4278.0,4844.0,,0.0,265.0,0.0,159.0,,3037.0,,371.0,3247.0,308.0,2834.0,,,,318.0,0.0,0.0,256.0,1235.0,2758.0,900.0,1938.0,4349.0,1369.0,,9062.0,892.0,,2803.0,8114.0,0.0,88.0,,10.0,0.0,26.0,10.0,,0.0,1674.0,6023.0,,,,51.0,1427.0,2086.0,21778.0,,4.0,102.0,0.0,0.0,,3936.0,,666.0,1436.0,,,1026.0,389.0,467.0,0.0,,1717.0,,,,,15438.0,,0.0,0.0,2915.0,,9.0,,1319.0,19913.0,11.0,5582.0,,2955.0,7254.0,,,,1556.0,1112.0,2031.0,,8.0,0.0,0.0,0.0,,,258.0,0.0,,1.0,2173.0,3915.0,992.0,0.0,50774.0,7.0,2.0,211.0,7.0,2502.0,1342.0,,,763.0,,0.0,0.0,11.0,4.0,,2551.0,,789.0,3331.0,0.0,421.0,0.0,2973.0,3.0,,3284.0,0.0,53909.0,,737.0,95.0,6.0,,403.0,2891.0,,0.0,30.0,,,2535.0,,0.0,0.0,,,0.0,896.0,57055.0,1260.0,0.0,0.0,,0.0,0.0,0.0
2009-08,,1.0,0.0,32.0,6542.0,,7259.0,2547.0,,1.0,,3831.0,,1183.0,,,0.0,0.0,1973.0,553.0,234.0,4614.0,3004.0,554.0,11649.0,0.0,,,,0.0,962.0,90.0,1741.0,,0.0,,0.0,,0.0,1236.0,,,0.0,3.0,,,40.0,10.0,8858.0,,85.0,1958.0,,,,2.0,1995.0,11091.0,,2733.0,0.0,3095.0,3230.0,1.0,207.0,3189.0,,4539.0,,47.0,4.0,0.0,,439.0,0.0,,,0.0,1.0,11831.0,2341.0,,733.0,,111.0,258.0,169.0,3154.0,3869.0,0.0,753.0,33.0,,,11001.0,,,250.0,0.0,2794.0,,1.0,0.0,,,1798.0,825.0,0.0,7319.0,,5596.0,3861.0,3908.0,,0.0,136.0,0.0,114.0,,2677.0,,338.0,3157.0,290.0,2702.0,,,,305.0,0.0,0.0,296.0,1144.0,2741.0,892.0,1812.0,3901.0,1255.0,,8784.0,889.0,,2598.0,7832.0,0.0,79.0,,1.0,0.0,25.0,7.0,,0.0,1762.0,5377.0,,,,41.0,1262.0,1856.0,19403.0,,1.0,128.0,0.0,0.0,,3358.0,,555.0,1468.0,,,995.0,228.0,314.0,0.0,,1605.0,,,,,13290.0,,0.0,0.0,3255.0,,1.0,,1083.0,12332.0,9.0,5117.0,,2587.0,5682.0,,,,1416.0,882.0,1507.0,,4.0,0.0,0.0,0.0,,,214.0,0.0,,0.0,2258.0,3644.0,872.0,0.0,45883.0,1.0,0.0,205.0,0.0,2035.0,1142.0,,,704.0,,0.0,0.0,0.0,3.0,,2415.0,,672.0,3238.0,1.0,381.0,0.0,2943.0,0.0,,2867.0,0.0,51433.0,,727.0,63.0,0.0,,352.0,2635.0,,0.0,1.0,,,2507.0,27.0,0.0,0.0,,,0.0,867.0,52674.0,1188.0,0.0,0.0,,0.0,0.0,0.0
2009-09,,0.0,0.0,64.0,4875.0,,8087.0,2565.0,,0.0,,3713.0,,1086.0,,,0.0,0.0,1978.0,555.0,260.0,6285.0,2963.0,583.0,10302.0,0.0,,,,0.0,983.0,85.0,1663.0,,0.0,,0.0,,0.0,3684.0,4972.0,,0.0,0.0,,,54.0,12.0,8268.0,4785.0,85.0,2016.0,,,,0.0,2230.0,13363.0,,2708.0,0.0,3123.0,3401.0,0.0,204.0,3651.0,,4533.0,,53.0,0.0,0.0,,411.0,0.0,,,0.0,0.0,12735.0,2207.0,,1462.0,,133.0,292.0,189.0,2956.0,3751.0,0.0,588.0,35.0,,,10692.0,,,181.0,0.0,3149.0,,0.0,0.0,,,1753.0,811.0,0.0,7555.0,,5143.0,3575.0,3799.0,,0.0,116.0,0.0,86.0,,2706.0,,389.0,3755.0,345.0,2680.0,,,,358.0,0.0,0.0,296.0,1158.0,2647.0,814.0,1843.0,3970.0,1037.0,,8758.0,631.0,,2677.0,7723.0,0.0,102.0,,0.0,0.0,29.0,13.0,,0.0,1815.0,5568.0,8876.0,,,45.0,1272.0,1997.0,19173.0,,0.0,133.0,0.0,0.0,,2938.0,,625.0,1507.0,,,989.0,202.0,231.0,0.0,,1561.0,,,,,14051.0,,0.0,0.0,3389.0,,0.0,,1124.0,12210.0,18.0,4768.0,,2655.0,6549.0,,,,1511.0,905.0,1292.0,,0.0,0.0,0.0,0.0,,,223.0,0.0,,0.0,2260.0,3805.0,914.0,0.0,46096.0,0.0,0.0,191.0,0.0,2134.0,1252.0,,,707.0,,0.0,0.0,0.0,0.0,,2262.0,,630.0,3324.0,0.0,350.0,0.0,3415.0,0.0,,3532.0,0.0,54147.0,,716.0,98.0,0.0,,354.0,2558.0,,0.0,0.0,,,2795.0,27.0,0.0,0.0,,,0.0,895.0,67518.0,1118.0,0.0,0.0,,0.0,0.0,0.0
2009-10,,0.0,0.0,61.0,6084.0,,8685.0,2739.0,,0.0,,2993.0,,1134.0,,,0.0,0.0,1969.0,588.0,227.0,8021.0,3667.0,858.0,11932.0,0.0,,,,0.0,1118.0,70.0,1865.0,,0.0,,0.0,,0.0,3508.0,5149.0,,0.0,0.0,,,52.0,1.0,8361.0,5168.0,86.0,1977.0,,,,0.0,2524.0,15589.0,,2799.0,0.0,3448.0,3276.0,0.0,218.0,5067.0,,4909.0,,26.0,0.0,0.0,,486.0,0.0,,,0.0,0.0,13321.0,2382.0,,2096.0,,118.0,355.0,162.0,3319.0,4150.0,0.0,494.0,34.0,,,11328.0,,,170.0,0.0,3685.0,,0.0,0.0,,,1875.0,823.0,0.0,7875.0,,6679.0,4116.0,4246.0,,0.0,90.0,0.0,73.0,,2881.0,,460.0,4258.0,307.0,3270.0,,,,353.0,0.0,0.0,310.0,1229.0,2825.0,867.0,2125.0,4284.0,1317.0,,9851.0,302.0,,2706.0,8409.0,0.0,148.0,,0.0,0.0,45.0,5.0,,0.0,2065.0,6044.0,19690.0,,,24.0,1399.0,2197.0,21914.0,,0.0,134.0,0.0,0.0,,3589.0,,595.0,1394.0,,,1088.0,96.0,197.0,0.0,,1570.0,,,,,15481.0,,0.0,0.0,4190.0,,0.0,,1138.0,14339.0,20.0,5442.0,,3250.0,6546.0,0.0,,,1571.0,894.0,1494.0,,0.0,0.0,1.0,0.0,,,218.0,0.0,,0.0,2491.0,4033.0,926.0,0.0,47644.0,0.0,0.0,250.0,0.0,2103.0,1330.0,,,688.0,,0.0,0.0,0.0,0.0,,2355.0,,717.0,3262.0,0.0,353.0,1.0,3498.0,0.0,,4426.0,0.0,56023.0,,752.0,88.0,0.0,,380.0,3059.0,2572.0,0.0,0.0,,,2602.0,31.0,0.0,0.0,,,0.0,955.0,59340.0,1345.0,0.0,0.0,,0.0,0.0,0.0
